序号,等级原文,主等级,兼属等级,等级组,词语,拼音,词性,PDF页码
8175,7-9,7-9,,高等,闷热,mēnrè,形,284
8176,7-9,7-9,,高等,门槛,ménkǎn,名,284
8177,7-9,7-9,,高等,门路,ménlu,名,284
8178,7-9,7-9,,高等,闷,mèn,形,284
8179,7-9,7-9,,高等,蒙,mēng,动,284
8180,7-9,7-9,,高等,蒙,méng,动,284
8181,7-9,7-9,,高等,萌发,méngfā,动,284
8182,7-9,7-9,,高等,朦胧,ménglóng,形,284
8183,7-9,7-9,,高等,萌芽,méngyá,动、名,284
8184,7-9,7-9,,高等,盟友,méngyǒu,名,284
8185,7-9,7-9,,高等,猛,měng,形,284
8186,7-9,7-9,,高等,猛烈,měngliè,形,284
8187,7-9,7-9,,高等,猛然,měngrán,副,284
8188,7-9,7-9,,高等,梦幻,mènghuàn,名,284
8189,7-9,7-9,,高等,梦寐以求,mèngmèiyǐqiú,,284
8190,7-9,7-9,,高等,眯,mī,动,284
8191,7-9,7-9,,高等,谜,mí,名,284
8192,7-9,7-9,,高等,谜底,mídǐ,名,284
8193,7-9,7-9,,高等,迷惑,míhuò,形、动,284
8194,7-9,7-9,,高等,迷恋,míliàn,动,284
8195,7-9,7-9,,高等,弥漫,mímàn,动,284
8196,7-9,7-9,,高等,迷失,míshī,动,284
8197,7-9,7-9,,高等,谜团,mítuán,名,284
8198,7-9,7-9,,高等,迷信,míxìn,动,284
8199,7-9,7-9,,高等,谜语,míyǔ,名,284
8200,7-9,7-9,,高等,密布,mìbù,动,284
8201,7-9,7-9,,高等,秘方,mìfāng,名,285
8202,7-9,7-9,,高等,密封,mìfēng,动,285
8203,7-9,7-9,,高等,秘诀,mìjué,名,285
8204,7-9,7-9,,高等,蜜月,mìyuè,名,285
8205,7-9,7-9,,高等,棉花,miánhuā,名,285
8206,7-9,7-9,,高等,免不了,miǎnbuliǎo,动,285
8207,7-9,7-9,,高等,免除,miǎnchú,动,285
8208,7-9,7-9,,高等,免得,miǎnde,连,285
8209,7-9,7-9,,高等,缅怀,miǎnhuái,动,285
8210,7-9,7-9,,高等,勉励,miǎnlì,动,285
8211,7-9,7-9,,高等,腼腆,miǎntiǎn,形,285
8212,7-9,7-9,,高等,免职,miǎnzhí,动,285
8213,7-9,7-9,,高等,面红耳赤,miànhóng-ěrchì,,285
8214,7-9,7-9,,高等,面孔,miànkǒng,名,285
8215,7-9,7-9,,高等,面貌,miànmào,名,285
8216,7-9,7-9,,高等,面面俱到,miànmiàn-jùdào,,285
8217,7-9,7-9,,高等,面目全非,miànmù-quánfēi,,285
8218,7-9,7-9,,高等,苗,miáo,名,285
8219,7-9,7-9,,高等,苗条,miáotiao,形,285
8220,7-9,7-9,,高等,苗头,miáotou,名,285
8221,7-9,7-9,,高等,瞄准,miáozhǔn,动,285
8222,7-9,7-9,,高等,藐视,miǎoshì,动,285
8223,7-9,7-9,,高等,渺小,miǎoxiǎo,形,285
8224,7-9,7-9,,高等,庙,miào,名,285
8225,7-9,7-9,,高等,庙会,miàohuì,名,285
8226,7-9,7-9,,高等,灭绝,mièjué,动,285
8227,7-9,7-9,,高等,蔑视,mièshì,动,285
8228,7-9,7-9,,高等,灭亡,mièwáng,动,285
8229,7-9,7-9,,高等,民办,mínbàn,形,285
8230,7-9,7-9,,高等,民居,mínjū,名,285
8231,7-9,7-9,,高等,民生,mínshēng,名,285
8232,7-9,7-9,,高等,民事,mínshì,形,285
8233,7-9,7-9,,高等,民意,mínyì,名,285
8234,7-9,7-9,,高等,民营,mínyíng,形,285
8235,7-9,7-9,,高等,民用,mínyòng,形,285
8236,7-9,7-9,,高等,敏捷,mǐnjié,形,285
8237,7-9,7-9,,高等,敏锐,mǐnruì,形,285
8238,7-9,7-9,,高等,鸣,míng,动,285
8239,7-9,7-9,,高等,名次,míngcì,名,285
8240,7-9,7-9,,高等,名副其实,míngfùqíshí,,285
8241,7-9,7-9,,高等,名贵,míngguì,形,286
8242,7-9,7-9,,高等,铭记,míngjì,动,286
8243,7-9,7-9,,高等,明朗,mínglǎng,形,286
8244,7-9,7-9,,高等,名利,mínglì,名,286
8245,7-9,7-9,,高等,明媚,míngmèi,形,286
8246,7-9,7-9,,高等,名声,míngshēng,名,286
8247,7-9,7-9,,高等,名言,míngyán,名,286
8248,7-9,7-9,,高等,名义,míngyì,名,286
8249,7-9,7-9,,高等,名誉,míngyù,名、形,286
8250,7-9,7-9,,高等,明智,míngzhì,形,286
8251,7-9,7-9,,高等,名著,míngzhù,名,286
8252,7-9,7-9,,高等,命2,mìng,动,286
8253,7-9,7-9,,高等,摸索,mōsuǒ,动,286
8254,7-9,7-9,,高等,膜,mó,名,286
8255,7-9,7-9,,高等,磨,mó,动,286
8256,7-9,7-9,,高等,摩擦,mócā,动、名,286
8257,7-9,7-9,,高等,魔法,mófǎ,名,286
8258,7-9,7-9,,高等,模范,mófàn,名、形,286
8259,7-9,7-9,,高等,蘑菇,mógu,名,286
8260,7-9,7-9,,高等,魔鬼,móguǐ,名,286
8261,7-9,7-9,,高等,磨合,móhé,动,286
8262,7-9,7-9,,高等,魔力,mólì,名,286
8263,7-9,7-9,,高等,磨炼,móliàn,动,286
8264,7-9,7-9,,高等,磨难,mónàn,名,286
8265,7-9,7-9,,高等,魔术,móshù,名,286
8266,7-9,7-9,,高等,磨损,mósǔn,动,286
8267,7-9,7-9,,高等,抹,mǒ,动、量,286
8268,7-9,7-9,,高等,抹杀,mǒshā,动,286
8269,7-9,7-9,,高等,墨,mò,名,286
8270,7-9,7-9,,高等,莫大,mòdà,形,286
8271,7-9,7-9,,高等,莫非,mòfēi,副,286
8272,7-9,7-9,,高等,茉莉,mòlì,名,286
8273,7-9,7-9,,高等,没落,mòluò,动,286
8274,7-9,7-9,,高等,莫名其妙,mòmíngqímiào,,286
8275,7-9,7-9,,高等,默默无闻,mòmò-wúwén,,286
8276,7-9,7-9,,高等,默契,mòqì,形、名,286
8277,7-9,7-9,,高等,漠然,mòrán,形,286
8278,7-9,7-9,,高等,末日,mòrì,名,286
8279,7-9,7-9,,高等,没收,mòshōu,动,286
8280,7-9,7-9,,高等,墨水,mòshuǐ,名,286
8281,7-9,7-9,,高等,谋害,móuhài,动,287
8282,7-9,7-9,,高等,谋划,móuhuà,动,287
8283,7-9,7-9,,高等,谋求,móuqiú,动,287
8284,7-9,7-9,,高等,谋取,móuqǔ,动,287
8285,7-9,7-9,,高等,谋生,móushēng,动,287
8286,7-9,7-9,,高等,亩,mǔ,量,287
8287,7-9,7-9,,高等,牡丹,mǔdan,名,287
8288,7-9,7-9,,高等,拇指,mǔzhǐ,名,287
8289,7-9,7-9,,高等,墓,mù,名,287
8290,7-9,7-9,,高等,幕,mù,量,287
8291,7-9,7-9,,高等,墓碑,mùbēi,名,287
8292,7-9,7-9,,高等,目不转睛,mùbùzhuǎnjīng,,287
8293,7-9,7-9,,高等,牧场,mùchǎng,名,287
8294,7-9,7-9,,高等,目瞪口呆,mùdèng-kǒudāi,,287
8295,7-9,7-9,,高等,墓地,mùdì,名,287
8296,7-9,7-9,,高等,目睹,mùdǔ,动,287
8297,7-9,7-9,,高等,幕后,mùhòu,名,287
8298,7-9,7-9,,高等,木匠,mùjiàng,名,287
8299,7-9,7-9,,高等,募捐,mùjuān,动,287
8300,7-9,7-9,,高等,牧民,mùmín,名,287
8301,7-9,7-9,,高等,木偶,mù’ǒu,名,287
8302,7-9,7-9,,高等,沐浴,mùyù,动,287
8303,7-9,7-9,,高等,目中无人,mùzhōng-wúrén,,287
8304,7-9,7-9,,高等,拿手,náshǒu,形,287
8305,7-9,7-9,,高等,呐喊,nàhǎn,动,287
8306,7-9,7-9,,高等,纳闷儿,nàmènr,动,287
8307,7-9,7-9,,高等,纳入,nàrù,动,287
8308,7-9,7-9,,高等,纳税,nàshuì,动,287
8309,7-9,7-9,,高等,纳税人,nàshuìrén,名,287
8310,7-9,7-9,,高等,乃,nǎi,副,287
8311,7-9,7-9,,高等,奶酪,nǎilào,名,287
8312,7-9,7-9,,高等,乃至,nǎizhì,连,287
8313,7-9,7-9,,高等,耐,nài,动,287
8314,7-9,7-9,,高等,耐人寻味,nàirénxúnwèi,,287
8315,7-9,7-9,,高等,耐用,nàiyòng,形,287
8316,7-9,7-9,,高等,难处,nánchù,名,287
8317,7-9,7-9,,高等,难得一见,nándé yí jiàn,,287
8318,7-9,7-9,,高等,男方,nánfāng,名,287
8319,7-9,7-9,,高等,南瓜,nánguā,名,287
8320,7-9,7-9,,高等,难怪,nánguài,动、副,287
8321,7-9,7-9,,高等,难关,nánguān,名,288
8322,7-9,7-9,,高等,难堪,nánkān,动、形,288
8323,7-9,7-9,,高等,难能可贵,nánnéng-kěguì,,288
8324,7-9,7-9,,高等,难为情,nánwéiqíng,形,288
8325,7-9,7-9,,高等,难以置信,nányǐ-zhìxìn,,288
8326,7-9,7-9,,高等,南辕北辙,nányuán-běizhé,,288
8327,7-9,7-9,,高等,挠,náo,动,288
8328,7-9,7-9,,高等,脑海,nǎohǎi,名,288
8329,7-9,7-9,,高等,恼火,nǎohuǒ,形,288
8330,7-9,7-9,,高等,恼羞成怒,nǎoxiū-chéngnù,,288
8331,7-9,7-9,,高等,闹事,nàoshì,动,288
8332,7-9,7-9,,高等,内存,nèicún,名,288
8333,7-9,7-9,,高等,内地,nèidì,名,288
8334,7-9,7-9,,高等,内行,nèiháng,形、名,288
8335,7-9,7-9,,高等,内幕,nèimù,名,288
8336,7-9,7-9,,高等,内向,nèixiàng,形,288
8337,7-9,7-9,,高等,内需,nèixū,名,288
8338,7-9,7-9,,高等,内在,nèizài,形,288
8339,7-9,7-9,,高等,内脏,nèizàng,名,288
8340,7-9,7-9,,高等,嫩,nèn,形,288
8341,7-9,7-9,,高等,能耗,nénghào,名,288
8342,7-9,7-9,,高等,能耐,néngnai,名、形,288
8343,7-9,7-9,,高等,能人,néngrén,名,288
8344,7-9,7-9,,高等,泥泞,nínìng,形,288
8345,7-9,7-9,,高等,泥潭,nítán,名,288
8346,7-9,7-9,,高等,泥土,nítǔ,名,288
8347,7-9,7-9,,高等,拟,nǐ,动,288
8348,7-9,7-9,,高等,拟定,nǐdìng,动,288
8349,7-9,7-9,,高等,逆,nì,动,288
8350,7-9,7-9,,高等,逆境,nìjìng,名,288
8351,7-9,7-9,,高等,匿名,nìmíng,动,288
8352,7-9,7-9,,高等,溺水,nìshuǐ,动,288
8353,7-9,7-9,,高等,逆行,nìxíng,动,288
8354,7-9,7-9,,高等,黏,nián,形,288
8355,7-9,7-9,,高等,年报,niánbào,名,288
8356,7-9,7-9,,高等,年画,niánhuà,名,288
8357,7-9,7-9,,高等,年均,niánjūn,动,288
8358,7-9,7-9,,高等,年轮,niánlún,名,288
8359,7-9,7-9,,高等,年迈,niánmài,形,288
8360,7-9,7-9,,高等,年限,niánxiàn,名,288
8361,7-9,7-9,,高等,年薪,niánxīn,名,289
8362,7-9,7-9,,高等,撵,niǎn,动,289
8363,7-9,7-9,,高等,念念不忘,niànniàn-búwàng,,289
8364,7-9,7-9,,高等,念头,niàntou,名,289
8365,7-9,7-9,,高等,娘,niáng,名,289
8366,7-9,7-9,,高等,酿造,niàngzào,动,289
8367,7-9,7-9,,高等,鸟巢,niǎocháo,名,289
8368,7-9,7-9,,高等,尿,niào,名、动,289
8369,7-9,7-9,,高等,捏,niē,动,289
8370,7-9,7-9,,高等,拧,níng,动,289
8371,7-9,7-9,,高等,凝固,nínggù,动,289
8372,7-9,7-9,,高等,凝结,níngjié,动,289
8373,7-9,7-9,,高等,宁静,níngjìng,形,289
8374,7-9,7-9,,高等,凝聚,níngjù,动,289
8375,7-9,7-9,,高等,凝视,níngshì,动,289
8376,7-9,7-9,,高等,拧,nǐng,动,289
8377,7-9,7-9,,高等,宁可,nìngkě,副,289
8378,7-9,7-9,,高等,宁愿,nìngyuàn,副,289
8379,7-9,7-9,,高等,纽带,niǔdài,名,289
8380,7-9,7-9,,高等,纽扣,niǔkòu,名,289
8381,7-9,7-9,,高等,扭曲,niǔqū,动,289
8382,7-9,7-9,,高等,扭头,niǔtóu,动,289
8383,7-9,7-9,,高等,扭转,niǔzhuǎn,动,289
8384,7-9,7-9,,高等,农场,nóngchǎng,名,289
8385,7-9,7-9,,高等,农历,nónglì,名,289
8386,7-9,7-9,,高等,农民工,nóngmíngōng,名,289
8387,7-9,7-9,,高等,浓缩,nóngsuō,动,289
8388,7-9,7-9,,高等,浓郁,nóngyù,形,289
8389,7-9,7-9,,高等,浓重,nóngzhòng,形,289
8390,7-9,7-9,,高等,弄虚作假,nòngxū-zuòjiǎ,,289
8391,7-9,7-9,,高等,奴隶,núlì,名,289
8392,7-9,7-9,,高等,女方,nǚfāng,名,289
8393,7-9,7-9,,高等,女婿,nǚxu,名,289
8394,7-9,7-9,,高等,暖烘烘,nuǎnhōnghōng,形,289
8395,7-9,7-9,,高等,虐待,nüèdài,动,289
8396,7-9,7-9,,高等,挪,nuó,动,289
8397,7-9,7-9,,高等,诺言,nuòyán,名,289
8398,7-9,7-9,,高等,殴打,ōudǎ,动,289
8399,7-9,7-9,,高等,呕吐,ǒutù,动,289
8400,7-9,7-9,,高等,趴,pā,动,289
8401,7-9,7-9,,高等,拍板,pāibǎn,动,290
8402,7-9,7-9,,高等,拍卖,pāimài,动,290
8403,7-9,7-9,,高等,排查,páichá,动,290
8404,7-9,7-9,,高等,排斥,páichì,动,290
8405,7-9,7-9,,高等,排行榜,páihángbǎng,名,290
8406,7-9,7-9,,高等,徘徊,páihuái,动,290
8407,7-9,7-9,,高等,牌照,páizhào,名,290
8408,7-9,7-9,,高等,派别,pàibié,名,290
8409,7-9,7-9,,高等,派遣,pàiqiǎn,动,290
8410,7-9,7-9,,高等,攀,pān,动,290
8411,7-9,7-9,,高等,攀登,pāndēng,动,290
8412,7-9,7-9,,高等,攀升,pānshēng,动,290
8413,7-9,7-9,,高等,盘算,pánsuan,动,290
8414,7-9,7-9,,高等,盘旋,pánxuán,动,290
8415,7-9,7-9,,高等,判,pàn,动,290
8416,7-9,7-9,,高等,盼,pàn,动,290
8417,7-9,7-9,,高等,判处,pànchǔ,动,290
8418,7-9,7-9,,高等,判定,pàndìng,动,290
8419,7-9,7-9,,高等,判决,pànjué,动,290
8420,7-9,7-9,,高等,叛逆,pànnì,动、名,290
8421,7-9,7-9,,高等,旁人,pángrén,代,290
8422,7-9,7-9,,高等,螃蟹,pángxiè,名,290
8423,7-9,7-9,,高等,胖乎乎,pànghūhū,形,290
8424,7-9,7-9,,高等,抛弃,pāoqì,动,290
8425,7-9,7-9,,高等,刨,páo,动,290
8426,7-9,7-9,,高等,跑龙套,pǎo lóngtào,,290
8427,7-9,7-9,,高等,炮,pào,名,290
8428,7-9,7-9,,高等,泡沫,pàomò,名,290
8429,7-9,7-9,,高等,胚胎,pēitāi,名,290
8430,7-9,7-9,,高等,佩戴,pèidài,动,290
8431,7-9,7-9,,高等,配方,pèifāng,动、名,290
8432,7-9,7-9,,高等,配件,pèijiàn,名,290
8433,7-9,7-9,,高等,配角,pèijué,名,290
8434,7-9,7-9,,高等,配偶,pèi’ǒu,名,290
8435,7-9,7-9,,高等,配音,pèiyīn,动,290
8436,7-9,7-9,,高等,配置,pèizhì,动,290
8437,7-9,7-9,,高等,喷泉,pēnquán,名,290
8438,7-9,7-9,,高等,盆地,péndì,名,290
8439,7-9,7-9,,高等,抨击,pēngjī,动,290
8440,7-9,7-9,,高等,烹饪,pēngrèn,动,290
8441,7-9,7-9,,高等,烹调,pēngtiáo,动,291
8442,7-9,7-9,,高等,棚,péng,名,291
8443,7-9,7-9,,高等,蓬勃,péngbó,形,291
8444,7-9,7-9,,高等,鹏程万里,péngchéng-wànlǐ,,291
8445,7-9,7-9,,高等,澎湃,péngpài,形,291
8446,7-9,7-9,,高等,膨胀,péngzhàng,动,291
8447,7-9,7-9,,高等,捧场,pěngchǎng,动,291
8448,7-9,7-9,,高等,碰钉子,pèng dīngzi,,291
8449,7-9,7-9,,高等,碰巧,pèngqiǎo,副,291
8450,7-9,7-9,,高等,劈,pī,动,291
8451,7-9,7-9,,高等,批发,pīfā,动,291
8452,7-9,7-9,,高等,披露,pīlù,动,291
8453,7-9,7-9,,高等,批判,pīpàn,动,291
8454,7-9,7-9,,高等,脾,pí,名,291
8455,7-9,7-9,,高等,疲惫,píbèi,形,291
8456,7-9,7-9,,高等,皮革,pígé,名,291
8457,7-9,7-9,,高等,疲倦,píjuàn,形,291
8458,7-9,7-9,,高等,匹配,pǐpèi,动,291
8459,7-9,7-9,,高等,屁股,pìgu,名,291
8460,7-9,7-9,,高等,僻静,pìjìng,形,291
8461,7-9,7-9,,高等,媲美,pìměi,动,291
8462,7-9,7-9,,高等,譬如,pìrú,动,291
8463,7-9,7-9,,高等,偏,piān,形、动、副,291
8464,7-9,7-9,,高等,偏爱,piān’ài,动,291
8465,7-9,7-9,,高等,偏差,piānchā,名,291
8466,7-9,7-9,,高等,篇幅,piānfú,名,291
8467,7-9,7-9,,高等,偏见,piānjiàn,名,291
8468,7-9,7-9,,高等,偏离,piānlí,动,291
8469,7-9,7-9,,高等,偏旁,piānpáng,名,291
8470,7-9,7-9,,高等,偏僻,piānpì,形,291
8471,7-9,7-9,,高等,偏偏,piānpiān,副,291
8472,7-9,7-9,,高等,偏向,piānxiàng,名、动,291
8473,7-9,7-9,,高等,偏远,piānyuǎn,形,291
8474,7-9,7-9,,高等,片子,piānzi,名,291
8475,7-9,7-9,,高等,片段,piànduàn,名,291
8476,7-9,7-9,,高等,漂泊,piāobó,动,291
8477,7-9,7-9,,高等,飘浮,piāofú,动,291
8478,7-9,7-9,,高等,漂浮,piāofú,动,291
8479,7-9,7-9,,高等,漂流,piāoliú,动,291
8480,7-9,7-9,,高等,飘扬,piāoyáng,动,291
8481,7-9,7-9,,高等,票房,piàofáng,名,292
8482,7-9,7-9,,高等,撇,piě,动、名,292
8483,7-9,7-9,,高等,拼搏,pīnbó,动,292
8484,7-9,7-9,,高等,拼接,pīnjiē,动,292
8485,7-9,7-9,,高等,拼命,pīnmìng,动、副,292
8486,7-9,7-9,,高等,贫乏,pínfá,形,292
8487,7-9,7-9,,高等,频频,pínpín,副,292
8488,7-9,7-9,,高等,贫穷,pínqióng,形,292
8489,7-9,7-9,,高等,品德,pǐndé,名,292
8490,7-9,7-9,,高等,品位,pǐnwèi,名,292
8491,7-9,7-9,,高等,品味,pǐnwèi,动、名,292
8492,7-9,7-9,,高等,品行,pǐnxíng,名,292
8493,7-9,7-9,,高等,聘,pìn,动,292
8494,7-9,7-9,,高等,聘任,pìnrèn,动,292
8495,7-9,7-9,,高等,聘用,pìnyòng,动,292
8496,7-9,7-9,,高等,屏蔽,píngbì,动,292
8497,7-9,7-9,,高等,平淡,píngdàn,形,292
8498,7-9,7-9,,高等,评定,píngdìng,动,292
8499,7-9,7-9,,高等,平房,píngfáng,名,292
8500,7-9,7-9,,高等,平和,pínghé,形,292
8501,7-9,7-9,,高等,平价,píngjià,动、名,292
8502,7-9,7-9,,高等,瓶颈,píngjǐng,名,292
8503,7-9,7-9,,高等,平面,píngmiàn,名,292
8504,7-9,7-9,,高等,评判,píngpàn,动,292
8505,7-9,7-9,,高等,平日,píngrì,名,292
8506,7-9,7-9,,高等,评审,píngshěn,动、名,292
8507,7-9,7-9,,高等,萍水相逢,píngshuǐ-xiāngféng,,292
8508,7-9,7-9,,高等,平坦,píngtǎn,形,292
8509,7-9,7-9,,高等,评委,píngwěi,名,292
8510,7-9,7-9,,高等,平稳,píngwěn,形,292
8511,7-9,7-9,,高等,平息,píngxī,动,292
8512,7-9,7-9,,高等,平行,píngxíng,形、动,292
8513,7-9,7-9,,高等,平庸,píngyōng,形,292
8514,7-9,7-9,,高等,平原,píngyuán,名,292
8515,7-9,7-9,,高等,屏障,píngzhàng,名,292
8516,7-9,7-9,,高等,凭证,píngzhèng,名,292
8517,7-9,7-9,,高等,颇,pō,副,292
8518,7-9,7-9,,高等,泼冷水,pō lěngshuǐ,,292
8519,7-9,7-9,,高等,破案,pò’àn,动,292
8520,7-9,7-9,,高等,迫不及待,pòbùjídài,,292
8521,7-9,7-9,,高等,破除,pòchú,动,293
8522,7-9,7-9,,高等,迫害,pòhài,动,293
8523,7-9,7-9,,高等,破解,pòjiě,动,293
8524,7-9,7-9,,高等,破旧,pòjiù,形,293
8525,7-9,7-9,,高等,破例,pòlì,动,293
8526,7-9,7-9,,高等,魄力,pòlì,名,293
8527,7-9,7-9,,高等,破裂,pòliè,动,293
8528,7-9,7-9,,高等,破灭,pòmiè,动,293
8529,7-9,7-9,,高等,迫使,pòshǐ,动,293
8530,7-9,7-9,,高等,破碎,pòsuì,动,293
8531,7-9,7-9,,高等,扑克,pūkè,名,293
8532,7-9,7-9,,高等,铺路,pūlù,动,293
8533,7-9,7-9,,高等,扑面而来,pūmiàn’érlái,,293
8534,7-9,7-9,,高等,菩萨,púsà,名,293
8535,7-9,7-9,,高等,谱,pǔ,名、动,293
8536,7-9,7-9,,高等,朴实,pǔshí,形,293
8537,7-9,7-9,,高等,瀑布,pùbù,名,293
8538,7-9,7-9,,高等,沏,qī,动,293
8539,7-9,7-9,,高等,漆,qī,名、动,293
8540,7-9,7-9,,高等,欺负,qīfu,动,293
8541,7-9,7-9,,高等,漆黑,qīhēi,形,293
8542,7-9,7-9,,高等,凄凉,qīliáng,形,293
8543,7-9,7-9,,高等,期盼,qīpàn,动,293
8544,7-9,7-9,,高等,蹊跷,qīqiao,形,293
8545,7-9,7-9,,高等,欺诈,qīzhà,动,293
8546,7-9,7-9,,高等,七嘴八舌,qīzuǐ-bāshé,,293
8547,7-9,7-9,,高等,祈祷,qídǎo,动,293
8548,7-9,7-9,,高等,奇观,qíguān,名,293
8549,7-9,7-9,,高等,奇妙,qímiào,形,293
8550,7-9,7-9,,高等,旗袍,qípáo,名,293
8551,7-9,7-9,,高等,崎岖,qíqū,形,293
8552,7-9,7-9,,高等,歧视,qíshì,动,293
8553,7-9,7-9,,高等,奇特,qítè,形,293
8554,7-9,7-9,,高等,齐心协力,qíxīn-xiélì,,293
8555,7-9,7-9,,高等,旗帜,qízhì,名,293
8556,7-9,7-9,,高等,起步,qǐbù,动,293
8557,7-9,7-9,,高等,起草,qǐcǎo,动,293
8558,7-9,7-9,,高等,启程,qǐchéng,动,293
8559,7-9,7-9,,高等,起程,qǐchéng,动,293
8560,7-9,7-9,,高等,启迪,qǐdí,动,293
8561,7-9,7-9,,高等,起伏,qǐfú,动,294
8562,7-9,7-9,,高等,乞丐,qǐgài,名,294
8563,7-9,7-9,,高等,起哄,qǐhòng,动,294
8564,7-9,7-9,,高等,起劲,qǐjìn,形,294
8565,7-9,7-9,,高等,起码,qǐmǎ,形,294
8566,7-9,7-9,,高等,启蒙,qǐméng,动,294
8567,7-9,7-9,,高等,起跑线,qǐpǎoxiàn,名,294
8568,7-9,7-9,,高等,乞求,qǐqiú,动,294
8569,7-9,7-9,,高等,起诉,qǐsù,动,294
8570,7-9,7-9,,高等,乞讨,qǐtǎo,动,294
8571,7-9,7-9,,高等,企图,qǐtú,动、名,294
8572,7-9,7-9,,高等,启用,qǐyòng,动,294
8573,7-9,7-9,,高等,岂有此理,qǐyǒucǐlǐ,,294
8574,7-9,7-9,,高等,器材,qìcái,名,294
8575,7-9,7-9,,高等,气愤,qìfèn,形,294
8576,7-9,7-9,,高等,气管,qìguǎn,名,294
8577,7-9,7-9,,高等,器官,qìguān,名,294
8578,7-9,7-9,,高等,契机,qìjī,名,294
8579,7-9,7-9,,高等,迄今,qìjīn,动,294
8580,7-9,7-9,,高等,器具,qìjù,名,294
8581,7-9,7-9,,高等,气流,qìliú,名,294
8582,7-9,7-9,,高等,气馁,qìněi,形,294
8583,7-9,7-9,,高等,气派,qìpài,名、形,294
8584,7-9,7-9,,高等,气泡,qìpào,名,294
8585,7-9,7-9,,高等,气魄,qìpò,名,294
8586,7-9,7-9,,高等,弃权,qìquán,动,294
8587,7-9,7-9,,高等,气色,qìsè,名,294
8588,7-9,7-9,,高等,气势,qìshì,名,294
8589,7-9,7-9,,高等,气息,qìxī,名,294
8590,7-9,7-9,,高等,气象,qìxiàng,名,294
8591,7-9,7-9,,高等,器械,qìxiè,名,294
8592,7-9,7-9,,高等,气压,qìyā,名,294
8593,7-9,7-9,,高等,契约,qìyuē,名,294
8594,7-9,7-9,,高等,器重,qìzhòng,动,294
8595,7-9,7-9,,高等,掐,qiā,动,294
8596,7-9,7-9,,高等,卡,qiǎ,动、名,294
8597,7-9,7-9,,高等,恰到好处,qiàdào-hǎochù,,294
8598,7-9,7-9,,高等,恰巧,qiàqiǎo,副,294
8599,7-9,7-9,,高等,恰如其分,qiàrú-qífèn,,294
8600,7-9,7-9,,高等,洽谈,qiàtán,动,294
8601,7-9,7-9,,高等,迁,qiān,动,295
8602,7-9,7-9,,高等,签2,qiān,名,295
8603,7-9,7-9,,高等,千变万化,qiānbiàn-wànhuà,,295
8604,7-9,7-9,,高等,牵扯,qiānchě,动,295
8605,7-9,7-9,,高等,千方百计,qiānfāng-bǎijì,,295
8606,7-9,7-9,,高等,牵挂,qiānguà,动,295
8607,7-9,7-9,,高等,迁就,qiānjiù,动,295
8608,7-9,7-9,,高等,千军万马,qiānjūn-wànmǎ,,295
8609,7-9,7-9,,高等,千钧一发,qiānjūn-yífà,,295
8610,7-9,7-9,,高等,牵涉,qiānshè,动,295
8611,7-9,7-9,,高等,签署,qiānshǔ,动,295
8612,7-9,7-9,,高等,牵头,qiāntóu,动,295
8613,7-9,7-9,,高等,迁徙,qiānxǐ,动,295
8614,7-9,7-9,,高等,谦逊,qiānxùn,形,295
8615,7-9,7-9,,高等,迁移,qiānyí,动,295
8616,7-9,7-9,,高等,签约,qiānyuē,动,295
8617,7-9,7-9,,高等,牵制,qiānzhì,动,295
8618,7-9,7-9,,高等,千姿百态,qiānzī-bǎitài,,295
8619,7-9,7-9,,高等,前辈,qiánbèi,名,295
8620,7-9,7-9,,高等,钱财,qiáncái,名,295
8621,7-9,7-9,,高等,前程,qiánchéng,名,295
8622,7-9,7-9,,高等,虔诚,qiánchéng,形,295
8623,7-9,7-9,,高等,潜伏,qiánfú,动,295
8624,7-9,7-9,,高等,前赴后继,qiánfù-hòujì,,295
8625,7-9,7-9,,高等,潜能,qiánnéng,名,295
8626,7-9,7-9,,高等,前任,qiánrèn,名,295
8627,7-9,7-9,,高等,潜入,qiánrù,动,295
8628,7-9,7-9,,高等,潜水,qiánshuǐ,动,295
8629,7-9,7-9,,高等,前所未有,qiánsuǒwèiyǒu,,295
8630,7-9,7-9,,高等,前台,qiántái,名,295
8631,7-9,7-9,,高等,潜艇,qiántǐng,名,295
8632,7-9,7-9,,高等,前无古人,qiánwúgǔrén,,295
8633,7-9,7-9,,高等,前夕,qiánxī,名,295
8634,7-9,7-9,,高等,前线,qiánxiàn,名,295
8635,7-9,7-9,,高等,潜心,qiánxīn,动,295
8636,7-9,7-9,,高等,前沿,qiányán,名,295
8637,7-9,7-9,,高等,潜移默化,qiányí-mòhuà,,295
8638,7-9,7-9,,高等,潜在,qiánzài,形,295
8639,7-9,7-9,,高等,浅显,qiǎnxiǎn,形,295
8640,7-9,7-9,,高等,谴责,qiǎnzé,动,295
8641,7-9,7-9,,高等,欠缺,qiànquē,动、名,296
8642,7-9,7-9,,高等,欠条,qiàntiáo,名,296
8643,7-9,7-9,,高等,歉意,qiànyì,名,296
8644,7-9,7-9,,高等,呛,qiāng,动,296
8645,7-9,7-9,,高等,腔,qiāng,名,296
8646,7-9,7-9,,高等,枪毙,qiāngbì,动,296
8647,7-9,7-9,,高等,强盗,qiángdào,名,296
8648,7-9,7-9,,高等,强加,qiángjiā,动,296
